YearStart,LocationAbbr,StratificationCategory1,Stratification1,Data_Value
2011,MS,Income,"$25,000 - $34,999",39.2
2011,MS,Income,"$35,000 - $49,999",33.0
2011,MS,Income,"$50,000 - $74,999",34.6
2011,MS,Income,"$75,000 or greater",29.0
2011,MS,Age (years),18 - 24,25.9
2011,MS,Age (years),25 - 34,35.7
2011,MS,Age (years),35 - 44,39.9
2011,MS,Age (years),45 - 54,40.8
2011,MS,Age (years),55 - 64,37.5
2011,MS,Age (years),65 or older,27.9
2011,MS,Education,College graduate,31.2
2011,MS,Income,Data not reported,29.2
2011,MS,Sex,Female,37.3
2011,MS,Education,High school graduate,34.7
2011,MS,Race/Ethnicity,Hispanic,26.8
2011,MS,Income,"Less than $15,000",37.6
2011,MS,Education,Less than high school,35.4
2011,MS,Sex,Male,32.4
2011,MS,Race/Ethnicity,Non-Hispanic Black,42.9
2011,MS,Race/Ethnicity,Non-Hispanic White,30.7
2011,MS,Education,Some college or technical school,36.9
2011,MS,Total,Total,34.9
2011,MO,Income,"$15,000 - $24,999",34.2
2011,MO,Income,"$25,000 - $34,999",31.5
2011,MO,Income,"$35,000 - $49,999",30.0
2011,MO,Income,"$50,000 - $74,999",30.7
2011,MO,Income,"$75,000 or greater",27.6
2011,MO,Age (years),18 - 24,18.5
2011,MO,Race/Ethnicity,2 or more races,32.2
2011,MO,Age (years),25 - 34,26.1
2011,MO,Age (years),35 - 44,33.2
2011,MO,Age (years),45 - 54,37.7
2011,MO,Age (years),55 - 64,37.4
2011,MO,Age (years),65 or older,26.2
2011,MO,Race/Ethnicity,American Indian/Alaska Native,37.0
2011,MO,Education,College graduate,26.4
2011,MO,Income,Data not reported,27.0
2011,MO,Sex,Female,30.7
2011,MO,Education,High school graduate,30.3
2011,MO,Race/Ethnicity,Hispanic,27.8
2011,MO,Income,"Less than $15,000",31.8
2011,MO,Education,Less than high school,33.8
2011,MO,Sex,Male,29.8
2011,MO,Race/Ethnicity,Non-Hispanic Black,39.5
2011,MO,Race/Ethnicity,Non-Hispanic White,29.4
2011,MO,Education,Some college or technical school,31.5
2011,MO,Total,Total,30.3
2011,MT,Income,"$15,000 - $24,999",25.6
2011,MT,Income,"$25,000 - $34,999",27.4
2011,MT,Income,"$35,000 - $49,999",23.8
2011,MT,Income,"$50,000 - $74,999",24.3
2011,MT,Income,"$75,000 or greater",21.1
2011,MT,Age (years),18 - 24,15.7
2011,MT,Race/Ethnicity,2 or more races,29.9
2011,MT,Age (years),25 - 34,23.8
2011,MT,Age (years),35 - 44,23.8
2011,MT,Age (years),45 - 54,31.7
2011,MT,Age (years),55 - 64,27.9
2011,MT,Age (years),65 or older,21.9
2011,MT,Race/Ethnicity,American Indian/Alaska Native,36.1
2011,MT,Education,College graduate,20.2
2011,MT,Income,Data not reported,19.0
2011,MT,Sex,Female,23.3
2011,MT,Education,High school graduate,27.8
2011,MT,Race/Ethnicity,Hispanic,22.5
2011,MT,Income,"Less than $15,000",31.2
2011,MT,Education,Less than high school,23.5
2011,MT,Sex,Male,25.8
2011,MT,Race/Ethnicity,Non-Hispanic White,24.1
2011,MT,Race/Ethnicity,Other,26.0
2011,MT,Education,Some college or technical school,25.3
2011,MT,Total,Total,24.6
2011,NE,Income,"$15,000 - $24,999",30.4
2011,NE,Income,"$25,000 - $34,999",30.3
2011,NE,Income,"$35,000 - $49,999",32.6
2011,NE,Income,"$50,000 - $74,999",30.5
2011,NE,Income,"$75,000 or greater",25.1
2011,NE,Age (years),18 - 24,14.7
2011,NE,Race/Ethnicity,2 or more races,31.5
2011,NE,Age (years),25 - 34,27.3
2011,NE,Age (years),35 - 44,32.8
2011,NE,Age (years),45 - 54,31.6
2011,NE,Age (years),55 - 64,35.1
2011,NE,Age (years),65 or older,27.2
2011,NE,Race/Ethnicity,American Indian/Alaska Native,44.7
2011,NE,Race/Ethnicity,Asian,9.5
2011,NE,Education,College graduate,24.1
2011,NE,Income,Data not reported,21.3
2011,NE,Sex,Female,27.6
2011,NE,Education,High school graduate,30.3
2011,NE,Race/Ethnicity,Hispanic,29.8
2011,NE,Income,"Less than $15,000",29.2
2011,NE,Education,Less than high school,28.1
2011,NE,Sex,Male,29.2
2011,NE,Race/Ethnicity,Non-Hispanic Black,32.8
2011,NE,Race/Ethnicity,Non-Hispanic White,28.3
2011,NE,Race/Ethnicity,Other,18.2
2011,NE,Education,Some college or technical school,30.0
2011,NE,Total,Total,28.4
2011,NV,Income,"$15,000 - $24,999",24.2
2011,NV,Income,"$25,000 - $34,999",25.4
2011,NV,Income,"$35,000 - $49,999",24.0
2011,NV,Income,"$50,000 - $74,999",29.7
2011,NV,Income,"$75,000 or greater",22.3
2011,NV,Age (years),18 - 24,14.0
2011,NV,Race/Ethnicity,2 or more races,37.3
2011,NV,Age (years),25 - 34,28.0
2011,NV,Age (years),35 - 44,27.4
2011,NV,Age (years),45 - 54,27.5
2011,NV,Age (years),55 - 64,27.8
2011,NV,Age (years),65 or older,18.1
2011,NV,Race/Ethnicity,American Indian/Alaska Native,59.2
2011,NV,Race/Ethnicity,Asian,9.2
2011,NV,Education,College graduate,19.4
2011,NV,Income,Data not reported,22.6
2011,NV,Sex,Female,23.4
2011,NV,Education,High school graduate,23.1
2011,NV,Race/Ethnicity,Hispanic,29.1
2011,NV,Income,"Less than $15,000",24.6
2011,NV,Education,Less than high school,27.6
2011,NV,Sex,Male,25.5
2011,NV,Race/Ethnicity,Non-Hispanic Black,31.1
2011,NV,Race/Ethnicity,Non-Hispanic White,21.9
2011,NV,Race/Ethnicity,Other,8.0
2011,NV,Education,Some college or technical school,27.4
2011,NV,Total,Total,24.5
2011,NH,Income,"$15,000 - $24,999",29.1
2011,NH,Income,"$25,000 - $34,999",24.2
2011,NH,Income,"$35,000 - $49,999",26.7
2011,NH,Income,"$50,000 - $74,999",28.6
2011,NH,Income,"$75,000 or greater",24.3
2011,NH,Age (years),18 - 24,13.2
2011,NH,Age (years),25 - 34,24.9
2011,NH,Age (years),35 - 44,30.4
2011,NH,Age (years),45 - 54,27.4
2011,NH,Age (years),55 - 64,32.4
2011,NH,Age (years),65 or older,24.8
2011,NH,Education,College graduate,19.6
2011,NH,Income,Data not reported,23.2
2011,NH,Sex,Female,24.1
2011,NH,Education,High school graduate,29.3
2011,NH,Race/Ethnicity,Hispanic,22.6
2011,NH,Income,"Less than $15,000",30.9
2011,NH,Education,Less than high school,28.4
2011,NH,Sex,Male,28.3
2011,NH,Race/Ethnicity,Non-Hispanic White,26.5
2011,NH,Race/Ethnicity,Other,26.2
2011,NH,Education,Some college or technical school,29.1
2011,NH,Total,Total,26.2
2011,NJ,Income,"$15,000 - $24,999",30.4
2011,NJ,Income,"$25,000 - $34,999",26.6
2011,NJ,Income,"$35,000 - $49,999",26.1
2011,NJ,Income,"$50,000 - $74,999",23.4
2011,NJ,Income,"$75,000 or greater",21.0
2011,NJ,Age (years),18 - 24,12.1
2011,NJ,Race/Ethnicity,2 or more races,28.9
2011,NJ,Age (years),25 - 34,21.7
2011,NJ,Age (years),35 - 44,23.4
2011,NJ,Age (years),45 - 54,27.5
2011,NJ,Age (years),55 - 64,28.2
2011,NJ,Age (years),65 or older,25.0
2011,NJ,Race/Ethnicity,American Indian/Alaska Native,26.1
2011,NJ,Race/Ethnicity,Asian,10.2
2011,NJ,Education,College graduate,17.4
2011,NJ,Income,Data not reported,18.4
2011,NJ,Sex,Female,21.8
2011,NJ,Education,High school graduate,26.9
2011,NJ,Race/Ethnicity,Hispanic,27.3
2011,NJ,Income,"Less than $15,000",28.5
2011,NJ,Education,Less than high school,29.4
2011,NJ,Sex,Male,25.6
2011,NJ,Race/Ethnicity,Non-Hispanic Black,31.8
2011,NJ,Race/Ethnicity,Non-Hispanic White,23.1
2011,NJ,Race/Ethnicity,Other,12.3
2011,NJ,Education,Some college or technical school,25.1
2011,NJ,Total,Total,23.7
2011,NM,Income,"$15,000 - $24,999",29.6
2011,NM,Income,"$25,000 - $34,999",24.2
2011,NM,Income,"$35,000 - $49,999",27.2
2011,NM,Income,"$50,000 - $74,999",27.7
2011,NM,Income,"$75,000 or greater",22.0
2011,NM,Age (years),18 - 24,15.7
2011,NM,Race/Ethnicity,2 or more races,9.7
2011,NM,Age (years),25 - 34,26.2
2011,NM,Age (years),35 - 44,33.5
2011,NM,Age (years),45 - 54,31.1
2011,NM,Age (years),55 - 64,29.4
2011,NM,Age (years),65 or older,19.9
2011,NM,Race/Ethnicity,American Indian/Alaska Native,36.8
2011,NM,Race/Ethnicity,Asian,1.9
2011,NM,Education,College graduate,19.4
2011,NM,Income,Data not reported,21.1
2011,NM,Sex,Female,26.3
2011,NM,Education,High school graduate,27.8
2011,NM,Race/Ethnicity,Hispanic,29.9
2011,NM,Income,"Less than $15,000",31.3
2011,NM,Education,Less than high school,31.9
2011,NM,Sex,Male,26.3
2011,NM,Race/Ethnicity,Non-Hispanic Black,23.7
2011,NM,Race/Ethnicity,Non-Hispanic White,22.5
2011,NM,Race/Ethnicity,Other,22.2
2011,NM,Education,Some college or technical school,27.0
2011,NM,Total,Total,26.3
2011,NY,Income,"$15,000 - $24,999",26.5
2011,NY,Income,"$25,000 - $34,999",26.0
2011,NY,Income,"$35,000 - $49,999",28.5
2011,NY,Income,"$50,000 - $74,999",26.8
2011,NY,Income,"$75,000 or greater",20.1
2011,NY,Age (years),18 - 24,9.5
2011,NY,Race/Ethnicity,2 or more races,36.1
2011,NY,Age (years),25 - 34,20.9
2011,NY,Age (years),35 - 44,25.9
2011,NY,Age (years),45 - 54,29.8
2011,NY,Age (years),55 - 64,30.5
2011,NY,Age (years),65 or older,25.9
2011,NY,Race/Ethnicity,Asian,9.9
2011,NY,Education,College graduate,18.2
2011,NY,Income,Data not reported,22.1
2011,NY,Sex,Female,23.7
2011,NY,Education,High school graduate,26.9
2011,NY,Race/Ethnicity,Hispanic,26.3
2011,NY,Income,"Less than $15,000",27.3
2011,NY,Education,Less than high school,27.5
2011,NY,Sex,Male,25.3
2011,NY,Race/Ethnicity,Non-Hispanic Black,32.5
2011,NY,Race/Ethnicity,Non-Hispanic White,23.6
2011,NY,Education,Some college or technical school,27.1
2011,NY,Total,Total,24.5
2011,NC,Income,"$15,000 - $24,999",31.8
2011,NC,Income,"$25,000 - $34,999",33.3
2011,NC,Income,"$35,000 - $49,999",30.0
2011,NC,Income,"$50,000 - $74,999",27.9
2011,NC,Income,"$75,000 or greater",24.5
2011,NC,Age (years),18 - 24,19.1
2011,NC,Race/Ethnicity,2 or more races,22.8
2011,NC,Age (years),25 - 34,30.3
2011,NC,Age (years),35 - 44,30.7
2011,NC,Age (years),45 - 54,34.9
2011,NC,Age (years),55 - 64,31.2
2011,NC,Age (years),65 or older,25.7
2011,NC,Race/Ethnicity,American Indian/Alaska Native,37.7
2011,NC,Race/Ethnicity,Asian,6.5
2011,NC,Education,College graduate,22.2
2011,NC,Income,Data not reported,25.7
2011,NC,Sex,Female,30.0
2011,NC,Education,High school graduate,31.1
2011,NC,Race/Ethnicity,Hispanic,29.0
2011,NC,Income,"Less than $15,000",34.8
2011,NC,Education,Less than high school,31.9
2011,NC,Sex,Male,28.3
2011,NC,Race/Ethnicity,Non-Hispanic Black,40.7
2011,NC,Race/Ethnicity,Non-Hispanic White,26.2
2011,NC,Race/Ethnicity,Other,17.6
2011,NC,Education,Some college or technical school,31.4
2011,NC,Total,Total,29.1
2011,ND,Income,"$15,000 - $24,999",26.6
2011,ND,Income,"$25,000 - $34,999",28.7
2011,ND,Income,"$35,000 - $49,999",32.6
2011,ND,Income,"$50,000 - $74,999",29.0
2011,ND,Income,"$75,000 or greater",27.0
2011,ND,Age (years),18 - 24,10.7
2011,ND,Age (years),25 - 34,28.3
2011,ND,Age (years),35 - 44,35.1
2011,ND,Age (years),45 - 54,34.1
2011,ND,Age (years),55 - 64,36.2
2011,ND,Age (years),65 or older,24.4
2011,ND,Race/Ethnicity,American Indian/Alaska Native,44.1
2011,ND,Education,College graduate,26.5
2011,ND,Income,Data not reported,18.7
2011,ND,Sex,Female,25.4
2011,ND,Education,High school graduate,28.0
2011,ND,Race/Ethnicity,Hispanic,36.6
2011,ND,Income,"Less than $15,000",33.0
2011,ND,Education,Less than high school,25.1
2011,ND,Sex,Male,30.0
2011,ND,Race/Ethnicity,Non-Hispanic White,26.9
2011,ND,Education,Some college or technical school,29.2
2011,ND,Total,Total,27.8
2011,OH,Income,"$15,000 - $24,999",31.4
2011,OH,Income,"$25,000 - $34,999",33.0
2011,OH,Income,"$35,000 - $49,999",34.8
2011,OH,Income,"$50,000 - $74,999",32.4
2011,OH,Income,"$75,000 or greater",24.0
2011,OH,Age (years),18 - 24,16.1
2011,OH,Race/Ethnicity,2 or more races,28.3
2011,OH,Age (years),25 - 34,28.2
2011,OH,Age (years),35 - 44,32.6
2011,OH,Age (years),45 - 54,33.9
2011,OH,Age (years),55 - 64,34.4
2011,OH,Age (years),65 or older,28.7
2011,OH,Race/Ethnicity,American Indian/Alaska Native,48.2
2011,OH,Race/Ethnicity,Asian,11.2
2011,OH,Education,College graduate,22.0
2011,OH,Income,Data not reported,24.1
2011,OH,Sex,Female,27.6
2011,OH,Education,High school graduate,32.1
2011,OH,Race/Ethnicity,Hispanic,32.1
2011,OH,Income,"Less than $15,000",32.8
2011,OH,Education,Less than high school,34.6
2011,OH,Sex,Male,31.6
2011,OH,Race/Ethnicity,Non-Hispanic Black,33.9
2011,OH,Race/Ethnicity,Non-Hispanic White,29.2
2011,OH,Race/Ethnicity,Other,11.0
2011,OH,Education,Some college or technical school,30.5
2011,OH,Total,Total,29.6
2011,OK,Income,"$15,000 - $24,999",35.8
2011,OK,Income,"$25,000 - $34,999",29.4
2011,OK,Income,"$35,000 - $49,999",36.2
2011,OK,Income,"$50,000 - $74,999",32.5
2011,OK,Income,"$75,000 or greater",25.8
2011,OK,Age (years),18 - 24,19.7
2011,OK,Race/Ethnicity,2 or more races,32.9
2011,OK,Age (years),25 - 34,29.4
2011,OK,Age (years),35 - 44,40.0
2011,OK,Age (years),45 - 54,32.7
2011,OK,Age (years),55 - 64,37.4
2011,OK,Age (years),65 or older,26.3
2011,OK,Race/Ethnicity,American Indian/Alaska Native,40.8
2011,OK,Race/Ethnicity,Asian,14.7
2011,OK,Education,College graduate,26.5
2011,OK,Income,Data not reported,24.0
2011,OK,Sex,Female,31.5
2011,OK,Education,High school graduate,33.8
2011,OK,Race/Ethnicity,Hispanic,28.6
2011,OK,Income,"Less than $15,000",33.2
2011,OK,Education,Less than high school,31.0
2011,OK,Sex,Male,30.6
2011,OK,Race/Ethnicity,Non-Hispanic Black,34.8
2011,OK,Race/Ethnicity,Non-Hispanic White,30.4
2011,OK,Education,Some college or technical school,31.3
2011,OK,Total,Total,31.1
2011,OR,Income,"$15,000 - $24,999",29.6
2011,OR,Income,"$25,000 - $34,999",29.8
2011,OR,Income,"$35,000 - $49,999",28.9
2011,OR,Income,"$50,000 - $74,999",24.4
2011,OR,Income,"$75,000 or greater",22.9
2011,OR,Age (years),18 - 24,15.3
2011,OR,Race/Ethnicity,2 or more races,32.6
2011,OR,Age (years),25 - 34,28.2
2011,OR,Age (years),35 - 44,27.1
2011,OR,Age (years),45 - 54,31.8
2011,OR,Age (years),55 - 64,29.8
2011,OR,Age (years),65 or older,24.6
2011,OR,Race/Ethnicity,Asian,14.0
2011,OR,Education,College graduate,17.1
2011,OR,Income,Data not reported,23.8
2011,OR,Sex,Female,27.2
2011,OR,Education,High school graduate,27.8
2011,OR,Race/Ethnicity,Hispanic,28.8
2011,OR,Income,"Less than $15,000",30.7
2011,OR,Education,Less than high school,31.4
2011,OR,Sex,Male,26.3
2011,OR,Race/Ethnicity,Non-Hispanic White,26.1
2011,OR,Race/Ethnicity,Other,33.9
2011,OR,Education,Some college or technical school,31.4
2011,OR,Total,Total,26.7
2011,PA,Income,"$15,000 - $24,999",30.3
2011,PA,Income,"$25,000 - $34,999",29.5
2011,PA,Income,"$35,000 - $49,999",30.7
2011,PA,Income,"$50,000 - $74,999",29.9
2011,PA,Income,"$75,000 or greater",25.0
2011,PA,Age (years),18 - 24,16.4
2011,PA,Race/Ethnicity,2 or more races,37.3
2011,PA,Age (years),25 - 34,23.5
2011,PA,Age (years),35 - 44,31.8
2011,PA,Age (years),45 - 54,33.9
2011,PA,Age (years),55 - 64,33.6
2011,PA,Age (years),65 or older,27.9
2011,PA,Race/Ethnicity,Asian,3.2
2011,PA,Education,College graduate,21.5
2011,PA,Income,Data not reported,25.3
2011,PA,Sex,Female,27.6
2011,PA,Education,High school graduate,31.6
2011,PA,Race/Ethnicity,Hispanic,32.7
2011,PA,Income,"Less than $15,000",33.8
2011,PA,Education,Less than high school,30.8
2011,PA,Sex,Male,29.5
2011,PA,Race/Ethnicity,Non-Hispanic Black,35.9
2011,PA,Race/Ethnicity,Non-Hispanic White,27.9
2011,PA,Education,Some college or technical school,30.0
2011,PA,Total,Total,28.6
2011,RI,Income,"$15,000 - $24,999",24.1
2011,RI,Income,"$25,000 - $34,999",25.7
2011,RI,Income,"$35,000 - $49,999",26.2
2011,RI,Income,"$50,000 - $74,999",25.9
2011,RI,Income,"$75,000 or greater",24.0
2011,RI,Age (years),18 - 24,12.9
2011,RI,Age (years),25 - 34,26.0
2011,RI,Age (years),35 - 44,29.9
2011,RI,Age (years),45 - 54,28.9
2011,RI,Age (years),55 - 64,30.0
2011,RI,Age (years),65 or older,22.2
2011,RI,Race/Ethnicity,Asian,6.0
2011,RI,Education,College graduate,19.3
2011,RI,Income,Data not reported,22.6
2011,RI,Sex,Female,23.3
2011,RI,Education,High school graduate,27.0
2011,RI,Race/Ethnicity,Hispanic,26.5
2011,RI,Income,"Less than $15,000",33.0
2011,RI,Education,Less than high school,28.7
2011,RI,Sex,Male,27.6
2011,RI,Race/Ethnicity,Non-Hispanic Black,35.2
2011,RI,Race/Ethnicity,Non-Hispanic White,24.9
2011,RI,Race/Ethnicity,Other,32.1
2011,RI,Education,Some college or technical school,27.9
2011,RI,Total,Total,25.4
2011,SC,Income,"$15,000 - $24,999",35.8
2011,SC,Income,"$25,000 - $34,999",32.1
2011,SC,Income,"$35,000 - $49,999",34.2
2011,SC,Income,"$50,000 - $74,999",30.5
2011,SC,Income,"$75,000 or greater",24.1
2011,SC,Age (years),18 - 24,16.3
2011,SC,Race/Ethnicity,2 or more races,37.3
2011,SC,Age (years),25 - 34,28.2
2011,SC,Age (years),35 - 44,37.0
2011,SC,Age (years),45 - 54,38.9
2011,SC,Age (years),55 - 64,35.5
2011,SC,Age (years),65 or older,25.2
2011,SC,Race/Ethnicity,American Indian/Alaska Native,37.2
2011,SC,Race/Ethnicity,Asian,4.8
2011,SC,Education,College graduate,25.3
2011,SC,Income,Data not reported,25.3
2011,SC,Sex,Female,33.0
2011,SC,Education,High school graduate,31.8
2011,SC,Race/Ethnicity,Hispanic,25.0
2011,SC,Income,"Less than $15,000",36.4
2011,SC,Education,Less than high school,32.7
2011,SC,Sex,Male,28.6
2011,SC,Race/Ethnicity,Non-Hispanic Black,42.3
2011,SC,Race/Ethnicity,Non-Hispanic White,27.0
2011,SC,Race/Ethnicity,Other,34.0
2011,SC,Education,Some college or technical school,32.9
2011,SC,Total,Total,30.8
2011,SD,Income,"$15,000 - $24,999",33.8
2011,SD,Income,"$25,000 - $34,999",28.3
2011,SD,Income,"$35,000 - $49,999",27.5
2011,SD,Income,"$50,000 - $74,999",28.4
2011,SD,Income,"$75,000 or greater",25.6
2011,SD,Age (years),18 - 24,14.5
2011,SD,Race/Ethnicity,2 or more races,25.3
2011,SD,Age (years),25 - 34,25.3
2011,SD,Age (years),35 - 44,36.0
2011,SD,Age (years),45 - 54,33.3
2011,SD,Age (years),55 - 64,34.9
2011,SD,Age (years),65 or older,23.8
2011,SD,Race/Ethnicity,American Indian/Alaska Native,44.7
2011,SD,Education,College graduate,26.1
2011,SD,Income,Data not reported,22.6
2011,SD,Sex,Female,26.3
2011,SD,Education,High school graduate,29.7
2011,SD,Race/Ethnicity,Hispanic,39.9
2011,SD,Income,"Less than $15,000",31.8
2011,SD,Education,Less than high school,30.7
2011,SD,Sex,Male,29.9
2011,SD,Race/Ethnicity,Non-Hispanic White,26.7
2011,SD,Education,Some college or technical school,27.2
2011,SD,Total,Total,28.1
2011,TN,Income,"$15,000 - $24,999",33.2
2011,TN,Income,"$25,000 - $34,999",29.4
2011,TN,Income,"$35,000 - $49,999",24.1
2011,TN,Income,"$50,000 - $74,999",29.7
2011,TN,Income,"$75,000 or greater",25.3
2011,TN,Age (years),18 - 24,13.6
2011,TN,Race/Ethnicity,2 or more races,31.0
2011,TN,Age (years),25 - 34,24.7
2011,TN,Age (years),35 - 44,35.8
2011,TN,Age (years),45 - 54,37.9
2011,TN,Age (years),55 - 64,32.5
2011,TN,Age (years),65 or older,25.2
2011,TN,Education,College graduate,22.0
2011,TN,Income,Data not reported,26.3
2011,TN,Sex,Female,30.4
2011,TN,Education,High school graduate,32.4
2011,TN,Race/Ethnicity,Hispanic,22.0
2011,TN,Income,"Less than $15,000",36.5
2011,TN,Education,Less than high school,34.1
2011,TN,Sex,Male,28.0
2011,TN,Race/Ethnicity,Non-Hispanic Black,40.2
2011,TN,Race/Ethnicity,Non-Hispanic White,27.9
2011,TN,Education,Some college or technical school,28.0
2011,TN,Total,Total,29.2
2011,TX,Income,"$15,000 - $24,999",34.3
2011,TX,Income,"$25,000 - $34,999",30.0
2011,TX,Income,"$35,000 - $49,999",31.9
2011,TX,Income,"$50,000 - $74,999",33.8
2011,TX,Income,"$75,000 or greater",26.0
2011,TX,Age (years),18 - 24,17.5
2011,TX,Race/Ethnicity,2 or more races,28.3
2011,TX,Age (years),25 - 34,30.9
2011,TX,Age (years),35 - 44,31.6
2011,TX,Age (years),45 - 54,37.0
2011,TX,Age (years),55 - 64,36.5
2011,TX,Age (years),65 or older,26.3
2011,TX,Race/Ethnicity,American Indian/Alaska Native,47.6
2011,TX,Race/Ethnicity,Asian,10.5
2011,TX,Education,College graduate,23.5
2011,TX,Income,Data not reported,24.2
2011,TX,Sex,Female,29.9
2011,TX,Education,High school graduate,32.5
2011,TX,Race/Ethnicity,Hispanic,34.4
2011,TX,Income,"Less than $15,000",35.8
2011,TX,Education,Less than high school,33.6
2011,TX,Sex,Male,30.9
2011,TX,Race/Ethnicity,Non-Hispanic Black,39.5
2011,TX,Race/Ethnicity,Non-Hispanic White,27.0
2011,TX,Education,Some college or technical school,32.2
2011,TX,Total,Total,30.4
2011,UT,Income,"$15,000 - $24,999",26.6
2011,UT,Income,"$25,000 - $34,999",26.5
2011,UT,Income,"$35,000 - $49,999",27.0
2011,UT,Income,"$50,000 - $74,999",26.2
2011,UT,Income,"$75,000 or greater",21.8
2011,UT,Age (years),18 - 24,12.9
2011,UT,Race/Ethnicity,2 or more races,28.0
2011,UT,Age (years),25 - 34,22.5
2011,UT,Age (years),35 - 44,28.3
2011,UT,Age (years),45 - 54,28.1
2011,UT,Age (years),55 - 64,32.7
2011,UT,Age (years),65 or older,24.6
2011,UT,Race/Ethnicity,American Indian/Alaska Native,42.3
2011,UT,Race/Ethnicity,Asian,13.1
2011,UT,Education,College graduate,20.2
2011,UT,Income,Data not reported,18.9
2011,UT,Sex,Female,22.9
2011,UT,Education,High school graduate,24.5
2011,UT,Race/Ethnicity,Hispanic,24.1
2011,UT,Income,"Less than $15,000",28.1
2011,UT,Education,Less than high school,31.2
2011,UT,Sex,Male,25.8
2011,UT,Race/Ethnicity,Non-Hispanic Black,30.4
2011,UT,Race/Ethnicity,Non-Hispanic White,24.4
2011,UT,Race/Ethnicity,Other,19.2
2011,UT,Education,Some college or technical school,25.4
2011,UT,Total,Total,24.4
2011,VT,Income,"$15,000 - $24,999",30.7
2011,VT,Income,"$25,000 - $34,999",28.6
2011,VT,Income,"$35,000 - $49,999",26.2
2011,VT,Income,"$50,000 - $74,999",25.9
2011,VT,Income,"$75,000 or greater",20.0
2011,VT,Age (years),18 - 24,15.6
2011,VT,Race/Ethnicity,2 or more races,37.6
2011,VT,Age (years),25 - 34,24.2
2011,VT,Age (years),35 - 44,28.7
2011,VT,Age (years),45 - 54,28.7
2011,VT,Age (years),55 - 64,28.9
2011,VT,Age (years),65 or older,23.8
2011,VT,Race/Ethnicity,American Indian/Alaska Native,27.9
2011,VT,Education,College graduate,17.4
2011,VT,Income,Data not reported,22.0
2011,VT,Sex,Female,23.6
2011,VT,Education,High school graduate,33.1
2011,VT,Race/Ethnicity,Hispanic,23.8
2011,VT,Income,"Less than $15,000",29.6
